transcript_id,read_coverage,transcript_length
ENST00000000233.10,0.954457364341085,1032
ENST00000000412.8,0.967755102040816,2450
ENST00000000442.11,0.959322779243624,2274
ENST00000001008.6,0.575235531628533,3715
ENST00000001146.7,0.905509218612818,4556
ENST00000002125.9,0.643772893772894,2184
ENST00000002165.11,0.690356394129979,2385
ENST00000002501.11,0.983219844357977,2056
ENST00000002829.8,0.990573884114222,3607
ENST00000003100.13,0.967670364500792,3155
ENST00000003302.8,0.963375455129578,4669
ENST00000003912.7,0.28042328042328,5481
ENST00000004531.14,0.423015873015873,7560
ENST00000004982.6,0.477397260273973,1460
ENST00000005178.6,0.978339350180505,3601
ENST00000005257.7,0.47129529960531,2787
ENST00000005259.9,0.619718309859155,2911
ENST00000005260.9,0.550068587105624,3645
ENST00000005286.8,0.69683908045977,3480
ENST00000005340.10,0.932251589160254,2989
ENST00000005374.10,0.90406976744186,1032
ENST00000005386.8,0.51601751555658,4339
ENST00000005995.8,0.954170485792851,1091
ENST00000006015.4,0.843012364181341,2669
ENST00000006251.11,0.99151103565365,1767
ENST00000006275.8,0.972670807453416,805
ENST00000006658.11,0.78037205770691,2634
ENST00000006777.11,0.977919814061592,1721
ENST00000007264.7,0.96337890625,2048
ENST00000007390.3,0.934710743801653,1210
ENST00000007414.8,0.996451965065502,3664
ENST00000007510.9,0.994255514705882,4352
ENST00000007516.8,0.909774436090226,665
ENST00000007699.10,0.93863361547763,1654
ENST00000007708.7,0.759228187919463,2384
ENST00000007969.12,0.455727554179567,1615
ENST00000008180.13,0.62689393939394,1056
ENST00000008527.10,0.963508536993639,2987
ENST00000009041.12,0.880211391661773,1703
ENST00000009180.10,0.956734693877551,1225
ENST00000009589.8,0.917148362235067,519
ENST00000010132.6,0.447826086956522,1840
ENST00000010404.6,0.931742508324084,901
ENST00000011473.6,0.693464974141984,2127
ENST00000011619.6,0.905141843971631,3384
ENST00000011691.6,0.261772339636633,2697
ENST00000011898.10,0.324386857936141,4322
ENST00000012049.10,0.962352941176471,2125
ENST00000012134.7,0.396412096360841,9755
ENST00000012443.9,0.927068723702665,2139
ENST00000013070.11,0.989124212936462,3494
ENST00000013125.9,0.888148828663298,4354
ENST00000013807.9,0.774647887323944,1278
ENST00000014914.6,0.343512610148891,6582
ENST00000014930.9,0.94909404659189,1159
ENST00000014935.7,0.824283559577677,2652
ENST00000016171.6,0.468787276341948,5030
ENST00000016946.8,0.585030269675289,7268
ENST00000017003.7,0.695751354433989,3507
ENST00000019019.6,0.529707955689829,1986
ENST00000019317.8,0.436813186813187,4368
ENST00000020926.8,0.250338818973863,5165
ENST00000020945.4,0.696559633027523,2180
ENST00000022615.9,0.937940761636107,1418
ENST00000023939.8,0.740401146131805,1745
ENST00000024061.7,0.534686971235195,3546
ENST00000025008.10,0.747739602169982,6636
ENST00000025301.4,0.36530509329299,9915
ENST00000026218.9,0.971890372452565,2846
ENST00000028008.9,0.984426229508197,1220
ENST00000029410.10,0.948468786808009,1698
ENST00000031146.8,0.276964560862866,5192
ENST00000033079.7,0.612259835315645,5465
ENST00000034275.12,0.990919409761635,1762
ENST00000035307.7,0.974680371020306,3989
ENST00000037243.7,0.941478439425051,974
ENST00000037869.8,0.958566629339306,1786
ENST00000038176.8,0.930889759373251,3574
ENST00000039007.5,0.83311432325887,1522
ENST00000039989.9,0.964015151515151,4488
ENST00000040663.8,0.403241032095658,3178
ENST00000040738.10,0.21860509132204,10567
ENST00000040877.2,0.886861313868613,5206
ENST00000042381.9,0.979960899315738,4092
ENST00000043402.8,0.966049382716049,1944
ENST00000044462.12,0.259022384650525,4378
ENST00000046640.9,0.612708383667553,4139
ENST00000052569.10,0.905446623093682,4590
ENST00000052754.10,0.263503649635036,6850
ENST00000053468.4,0.574761904761905,2100
ENST00000053867.8,0.981220657276995,2130
ENST00000054650.9,0.88574577516532,1361
ENST00000054666.11,0.961432506887052,2178
ENST00000054950.4,0.887716336006754,2369
ENST00000055077.8,0.87893175074184,1685
ENST00000055335.11,0.304572907679034,3477
ENST00000056217.10,0.562021160160525,5482
ENST00000056233.4,0.748395721925134,3740
ENST00000060969.6,0.159082635602475,5494
ENST00000061240.7,0.337265121382526,7291
ENST00000064778.8,0.30578399122807,7296
ENST00000064780.7,0.756025867136978,3402
ENST00000066544.8,0.446998284734134,5830
ENST00000072644.7,0.822075782537068,1821
ENST00000072869.9,0.982128982128982,2574
ENST00000075120.12,0.646459367650902,3827
ENST00000075430.11,0.701243640474845,3538
ENST00000075503.8,0.816311800793937,2771
ENST00000078429.9,0.811336515513126,4190
ENST00000080059.12,0.598623308806076,4213
ENST00000081029.8,0.963367960634226,1829
ENST00000083182.8,0.405268022181146,6492
ENST00000084795.9,0.933006535947712,612
ENST00000084798.9,0.797667638483965,1715
ENST00000085068.7,0.964349376114082,1122
ENST00000085079.11,0.7723991507431,2355
ENST00000155674.9,0.793083573487032,1735
ENST00000155840.12,0.946029776674938,3224
ENST00000156084.8,0.486496350364964,2740
ENST00000156109.7,0.98642943305187,1658
ENST00000156471.10,0.500312597686777,9597
ENST00000156825.5,0.412740123233055,5518
ENST00000157600.8,0.195557701593433,8284
ENST00000157812.7,0.791049030786773,1754
ENST00000158526.9,0.351612903225806,1240
ENST00000158762.8,0.134607726005575,2511
ENST00000158771.9,0.26133909287257,4167
ENST00000159087.7,0.332336045955002,4178
ENST00000159111.9,0.571288365453248,5604
ENST00000160298.9,0.629683345419386,4137
ENST00000160373.8,0.495426829268293,5904
ENST00000160740.7,0.904761904761905,6111
ENST00000160827.9,0.988467083133109,2081
ENST00000161863.9,0.810626486915147,6305
ENST00000162044.14,0.777432252332297,2251
ENST00000162330.10,0.78359853121175,4085
ENST00000162391.8,0.684648805213613,5524
ENST00000162749.7,0.960386918470751,2171
ENST00000163416.7,0.931573463007989,2879
ENST00000163678.11,0.866556291390729,1510
ENST00000164024.5,0.223246459398307,11933
ENST00000164133.7,0.960608281421766,2729
ENST00000164227.10,0.962706446457112,1877
ENST00000164305.10,0.982198952879581,1910
ENST00000164640.8,0.651938194632692,3689
ENST00000165698.9,0.963831993777547,3857
ENST00000166139.9,0.924030387844862,2501
ENST00000166244.8,0.194859533771668,5019
ENST00000166345.8,0.88317564788153,2431
ENST00000166534.8,0.91390134529148,2230
ENST00000167106.9,0.315785393084199,6449
ENST00000167218.9,0.663685152057245,1118
ENST00000167462.9,0.991810344827586,3480
ENST00000168216.11,0.964360587002096,954
ENST00000168869.12,0.840339892665474,2236
ENST00000169298.8,0.986099044309296,4604
ENST00000169551.11,0.424773022049287,3084
ENST00000170168.9,0.880559774354524,4609
ENST00000170447.12,0.976216216216216,2775
