transcript_id,read_coverage,transcript_length
ENST00000000233.10,0.949612403100775,1032
ENST00000000412.8,0.970408163265306,2450
ENST00000000442.11,0.95778364116095,2274
ENST00000001008.6,0.568236877523553,3715
ENST00000001146.7,0.416812993854258,4556
ENST00000002125.9,0.64514652014652,2184
ENST00000002165.11,0.679245283018868,2385
ENST00000002501.11,0.982490272373541,2056
ENST00000002829.8,0.980038813418353,3607
ENST00000003100.13,0.9486529318542,3155
ENST00000003302.8,0.965731420004284,4669
ENST00000004531.14,0.331150793650794,7560
ENST00000005082.13,0.963631865413162,2021
ENST00000005178.6,0.970424881977229,3601
ENST00000005226.12,0.496760259179266,3241
ENST00000005257.7,0.601363473268748,2787
ENST00000005259.9,0.482823771899691,2911
ENST00000005260.9,0.546502057613169,3645
ENST00000005286.8,0.348132183908046,3480
ENST00000005340.10,0.923218467714955,2989
ENST00000005374.10,0.837209302325581,1032
ENST00000005386.8,0.513021433510025,4339
ENST00000005558.8,0.837786259541985,1834
ENST00000005995.8,0.952337305224565,1091
ENST00000006015.4,0.780254777070064,2669
ENST00000006275.8,0.883850931677019,805
ENST00000006658.11,0.958238420652999,2634
ENST00000006777.11,0.959907030796049,1721
ENST00000007264.7,0.962890625,2048
ENST00000007390.3,0.912396694214876,1210
ENST00000007510.9,0.444163602941176,4352
ENST00000007516.8,0.914285714285714,665
ENST00000007699.10,0.865477629987908,1654
ENST00000007708.7,0.624790268456376,2384
ENST00000007969.12,0.452012383900929,1615
ENST00000008440.9,0.397720455908818,1667
ENST00000008527.10,0.973217274857717,2987
ENST00000009041.12,0.851145038167939,1703
ENST00000009180.10,0.942040816326531,1225
ENST00000009589.8,0.922928709055877,519
ENST00000010132.6,0.451630434782609,1840
ENST00000010404.6,0.915649278579356,901
ENST00000011473.6,0.893747061589093,2127
ENST00000011619.6,0.906914893617021,3384
ENST00000011691.6,0.255469039673712,2697
ENST00000011700.10,0.0782204394201842,10969
ENST00000011898.10,0.623669597408607,4322
ENST00000012049.10,0.400235294117647,2125
ENST00000012134.7,0.623270117888262,9755
ENST00000012443.9,0.92332865825152,2139
ENST00000013070.11,0.880080137378363,3494
ENST00000013125.9,0.756086357372531,4354
ENST00000013807.9,0.775430359937402,1278
ENST00000014914.6,0.342904892130052,6582
ENST00000014930.9,0.937877480586713,1159
ENST00000014935.7,0.737933634992459,2652
ENST00000016171.6,0.737972166998012,5030
ENST00000016946.8,0.671711612548156,7268
ENST00000017003.7,0.817365269461078,3507
ENST00000019019.6,0.566465256797583,1986
ENST00000019317.8,0.512820512820513,4368
ENST00000020945.4,0.877064220183486,2180
ENST00000022615.9,0.935119887165021,1418
ENST00000023939.8,0.816618911174785,1745
ENST00000025008.10,0.60126582278481,6636
ENST00000025301.4,0.306656580937973,9915
ENST00000026218.9,0.976809557273366,2846
ENST00000028008.9,0.984426229508197,1220
ENST00000029410.10,0.935217903415783,1698
ENST00000031146.8,0.454545454545455,5192
ENST00000033079.7,0.836596523330284,5465
ENST00000034275.12,0.996594778660613,1762
ENST00000035307.7,0.967410378540988,3989
ENST00000037243.7,0.948665297741273,974
ENST00000037869.8,0.964165733482643,1786
ENST00000038176.8,0.90864577504197,3574
ENST00000039989.9,0.466020499108734,4488
ENST00000040663.8,0.401510383889239,3178
ENST00000040738.10,0.194426043342481,10567
ENST00000040877.2,0.768920476373415,5206
ENST00000042381.9,0.986070381231672,4092
ENST00000043402.8,0.981481481481482,1944
ENST00000044462.12,0.259250799451804,4378
ENST00000046640.9,0.606185068857212,4139
ENST00000052569.10,0.943572984749455,4590
ENST00000053468.4,0.913809523809524,2100
ENST00000053867.8,0.982159624413146,2130
ENST00000054650.9,0.886847905951506,1361
ENST00000054666.11,0.959136822773186,2178
ENST00000054950.4,0.887716336006754,2369
ENST00000055077.8,0.880415430267062,1685
ENST00000055335.11,0.324561403508772,3477
ENST00000056217.10,0.688617292958774,5482
ENST00000056233.4,0.745320855614973,3740
ENST00000060969.6,0.170003640334911,5494
ENST00000061240.7,0.55767384446578,7291
ENST00000064778.8,0.41296600877193,7296
ENST00000064780.7,0.722075249853028,3402
ENST00000066544.8,0.398370497427101,5830
ENST00000072644.7,0.820428336079077,1821
ENST00000072869.9,0.967754467754468,2574
ENST00000075120.12,0.969427750195976,3827
ENST00000075430.11,0.934426229508197,3538
ENST00000075503.8,0.869722121977625,2771
ENST00000078429.9,0.899045346062052,4190
ENST00000080059.12,0.811535722762877,4213
ENST00000081029.8,0.962274466921815,1829
ENST00000083182.8,0.423444239063463,6492
ENST00000084795.9,0.939542483660131,612
ENST00000084798.9,0.801166180758017,1715
ENST00000085068.7,0.784313725490196,1122
ENST00000085079.11,0.441188959660297,2355
ENST00000155674.9,0.759942363112392,1735
ENST00000156084.8,0.44507299270073,2740
ENST00000156109.7,0.986127864897467,1658
ENST00000156471.10,0.357351255600709,9597
ENST00000156825.5,0.40703153316419,5518
ENST00000157600.8,0.199661999034283,8284
ENST00000157812.7,0.790193842645382,1754
ENST00000158526.9,0.423387096774194,1240
ENST00000158771.9,0.259779217662587,4167
ENST00000159087.7,0.305409286740067,4178
ENST00000159111.9,0.548893647394718,5604
ENST00000159647.9,0.888326585695007,2964
ENST00000160262.10,0.278962536023055,1735
ENST00000160298.9,0.874667633550882,4137
ENST00000160373.8,0.297425474254743,5904
ENST00000160740.7,0.598510882016037,6111
ENST00000160827.9,0.987506006727535,2081
ENST00000161863.9,0.73370340999207,6305
ENST00000162044.14,0.774988893824967,2251
ENST00000162330.10,0.765973072215422,4085
ENST00000162391.8,0.415821868211441,5524
ENST00000162749.7,0.958544449562414,2171
ENST00000163416.7,0.935741576936436,2879
ENST00000163678.11,0.959602649006623,1510
ENST00000164024.5,0.283834743987262,11933
ENST00000164133.7,0.737266397947966,2729
ENST00000164227.10,0.966968566862014,1877
ENST00000164305.10,0.967277486910995,1910
ENST00000165698.9,0.656079854809437,3857
ENST00000166139.9,0.869252299080368,2501
ENST00000166244.8,0.383343295477187,5019
ENST00000166345.8,0.706705059646236,2431
ENST00000166534.8,0.954260089686099,2230
ENST00000167106.9,0.327182508916111,6449
ENST00000167218.9,0.956618962432916,1118
ENST00000167462.9,0.969827586206897,3480
ENST00000167825.5,0.35818422796554,3018
ENST00000168216.11,0.963312368972746,954
ENST00000169298.8,0.599478714161599,4604
ENST00000169551.11,0.426070038910506,3084
ENST00000170168.9,0.454979388153612,4609
ENST00000170447.12,0.947387387387387,2775
ENST00000170564.7,0.934659981197117,3191
ENST00000170630.6,0.72603550295858,3380
ENST00000171111.10,0.969980506822612,2565
